"","IFNg","IL.2","IL.6","IL.7","IL.8","IL.15","KC.like","IL.10","IL.18","iav"
"1581",-4.3415906443022,3.93901336513713,-0.655724700617244,0.66204927777414,-3.46851138039573,-1.2367413589082,0.343963443880484,-2.42925236705638,7.186794364488,"IAV+"
"1586",2.15241052615053,-1.69374664185386,-0.900608979102393,1.59053502497178,-3.07550409823392,-0.46516001369013,-2.89057896786044,-1.84350630692427,7.12615945654271,"IAV+"
"1663",1.47878840393627,-0.935524387825539,-0.911840096994206,1.12846287402871,-2.75935583808337,-0.576688252438737,-2.30536236682674,-1.74875053881425,6.63027020301786,"IAV+"
"2009",-0.0706018187539989,-0.395768888794804,-1.56047224058832,1.68743703529927,-0.562569727694937,-2.39005131796724,-0.289352928875912,-0.978051839330474,4.55943172670641,"IAV-"
"2010",-2.05812261046966,2.43749806777124,-0.100201256293802,0.607630959110057,-0.947427855090021,-2.60519637141773,-0.915208477002359,-1.30435236074484,4.88537990413712,"IAV-"
"2012",0.204654309081739,0.755927791560068,-0.59113272975157,-0.312027448422475,-1.89647669996778,-0.694464715055836,-1.02446142738428,-0.915189021369831,4.47316994130996,"IAV-"
"2013",0.523199246420261,-0.134709064351757,-1.02833328652591,0.695649239410051,-0.93528675429588,-1.69333845895268,-0.919521906993065,-0.835421599274032,4.327762584563,"IAV-"
"2014",-2.10819550360311,2.98196039315656,0.327362042985194,-0.00677507515955686,-1.15961842031491,-2.32447338962408,-1.235032583705,-1.27644922458152,4.80122176084641,"IAV-"
"2015",0.166657050561926,-0.407512726855695,-1.46028601140708,1.4196313083435,-0.636613592892039,-2.18696131650561,-0.433265012346198,-0.914635741032905,4.45298604213409,"IAV-"
"2017",0.516757545449117,-0.972403796630472,-1.80281282359021,1.73615621209678,0.000441386121599667,-2.60477194865012,-0.200123654521184,-0.746125192143959,4.07288227186844,"IAV-"
"2021",0.605213383842783,-0.69208195783462,-1.33471709094409,1.40627983965474,-0.86177612981574,-1.97384170460356,-0.842551665675813,-0.934455239505583,4.62793056488188,"IAV-"
"2022",-1.07385546673147,2.3841260165316,0.196701685018392,-0.743622749274825,-1.9943197081232,-1.03000965286569,-1.31504536212072,-1.11635043483862,4.69237567240453,"IAV-"
"2023",0.685972313388493,-1.28253827792557,-1.89188182329684,2.07927398564453,0.444140389534727,-3.04378360041392,-0.266182330396049,-0.700114432516248,3.97511377598088,"IAV-"
"2024",-0.218213581849803,1.39489369597107,-0.439287546098809,-0.754801193272085,-1.62723509522489,-0.808460914196279,-0.803397850433527,-0.829811030937047,4.08631351604136,"IAV-"
